"Year","State","Coal","Oil","Gas","Residential","Commercial","Industry","Transport","Electricity"
2000,"New Jersey",10.8,80.3,32.8,16.8,10.9,12.5,64.8,18.9
2000,"New Mexico",28.9,15.5,13.8,2.3,1.6,7.9,15.2,31.2
2000,"New York",31.2,113.7,67.9,39.2,32.2,17.5,67.1,56.8
2000,"North Carolina",74.2,62.1,12.8,7.1,4.7,16.9,49.7,70.7
2000,"North Dakota",40.1,7.9,2.8,1.2,0.9,12.3,5.5,30.9
2000,"Ohio",134.8,82.2,49.1,22.1,11.5,39.5,68.3,124.7
2000,"Oklahoma",35.9,35.1,29.1,4.2,2.5,19.2,30,44.2
2000,"Oregon",3.7,25.4,12.2,2.7,2.1,6.6,22.5,7.4
2000,"Pennsylvania",141.9,96.9,38.5,25.6,12.8,49.9,70.1,118.9
2000,"Rhode Island",0,6.9,4.7,2.5,1.2,0.7,4.6,2.6
2000,"South Carolina",40.8,32,8.8,2.4,1.8,13.5,27,36.9
2000,"South Dakota",4.8,7.3,2,1.2,0.7,2.6,5.7,3.9
2000,"Tennessee",66.5,46.6,14.9,4.8,3.8,19.2,41.3,58.9
2000,"Texas",146.2,279,227.3,12.9,13.6,216.2,182.1,227.7
2000,"Utah",37.9,17.8,9.2,3.2,2,10.7,15.6,33.4
2000,"Vermont",0,6.2,0.6,1.6,0.7,0.6,3.7,0.2
2000,"Virginia",47.8,60.6,14.8,8.2,5.9,17.5,48.5,43.1
2000,"Washington",10,57.3,15.7,5.2,3.4,15.8,44.6,14
2000,"West Virginia",92.4,14.2,8.4,2.4,2.2,13.3,12.7,84.4
2000,"Wisconsin",47.1,39.8,20.9,10.2,5.6,18.2,29.6,44.2
2000,"Wyoming",47.7,9.7,5.6,0.8,0.9,9.7,7.6,44
2001,"Alabama",79.4,35.9,18.2,3.5,2.1,22.6,31.4,73.9
2001,"Alaska",1.5,19.9,21.9,1.8,2.4,21.4,14.5,3.2
2001,"Arizona",40.1,35.4,12.9,2.2,2.1,4.8,33.3,46
2001,"Arkansas",25.8,24.8,12.3,2.7,2.1,11.5,19.7,26.9
2001,"California",6.4,247,133.2,28.6,14.8,74.4,211,57.8
2001,"Colorado",37.7,30.3,24.6,7.3,4.3,12.8,26.9,41.3
2001,"Connecticut",3.8,30,7.9,8.3,4.3,2.6,16.9,9.6
2001,"Delaware",3.6,9.8,2.7,1.2,0.7,4.3,4.7,5.2
2001,"District of Columbia",0.1,2.5,1.6,0.8,1.4,0.1,1.7,0.2
2001,"Florida",68.5,139.8,30.3,1.4,4.9,14.5,98.8,119
2001,"Georgia",72.8,69.3,19.3,7.4,3.8,18.9,61.1,70.2
2001,"Hawaii",1.7,17.4,0,0,0.1,1.5,9.5,8
2001,"Idaho",1,10.2,4.3,1.4,1,3.9,8.6,0.6
2001,"Illinois",92.8,80.9,50.8,24.1,11.6,38.7,64.3,85.8
2001,"Indiana",147.7,54.4,26.8,9.4,5.6,56.1,42.3,115.5
2001,"Iowa",42,24.3,10.3,4.4,3.2,14.4,18.5,36.1
2001,"Kansas",33.5,23.8,14.5,4.2,2.4,12.9,17.4,34.9
2001,"Kentucky",95.7,42.2,11.4,4,3,21.1,31.7,89.5
2001,"Louisiana",22.7,111.2,68.3,3.1,1.9,104.5,53.3,39.4
2001,"Maine",0.7,16.4,5.5,3.9,1.6,3.7,7.7,5.7
2001,"Maryland",30.2,38.1,9.8,6.4,4.9,7.6,28.7,30.5
2001,"Massachusetts",10.2,52.8,19.3,15.8,5.7,7,31.6,22.2
2001,"Michigan",74.4,66.3,49.1,23.5,10.7,26.4,56.3,72.9
2001,"Minnesota",33.4,43.3,18.3,8.9,5.8,14,33.9,32.4
2001,"Mississippi",18.8,33.5,18.1,2.4,1.7,11.2,24.3,30.8
2001,"Missouri",67.7,48.6,15.3,8.5,5.2,11,39.3,67.6
2001,"Montana",17.4,11,3.5,1.4,0.8,4.1,7.5,18.1
2001,"Nebraska",21.4,14.9,6.6,3,1.7,6.2,11.4,20.6
2001,"Nevada",17.8,17.3,9.6,2,1.4,2.6,14.4,24.3
2001,"New Hampshire",3.8,11.8,1.3,2.8,1.4,1.3,7.2,4.2
2001,"New Jersey",10.6,80.1,30.4,16.2,9.4,13.9,62.9,18.7
2001,"New Mexico",28.1,16.5,13.9,2.6,1.8,8,15.6,30.5
2001,"New York",28.9,115,63.9,38.1,30.7,16.3,66.8,55.9
2001,"North Carolina",71.4,61.5,11.4,6.7,4.5,16,49,68.1
2001,"North Dakota",39.6,9,3,1.2,0.9,13,5.9,30.6
2001,"Ohio",128.6,83.5,44.4,19.5,11.1,39.4,68.2,118.3
2001,"Oklahoma",35.6,39.2,26.7,4.1,2.6,18.2,32.8,43.8
2001,"Oregon",4.1,24,12.5,2.7,2.1,5.6,21.5,8.7
2001,"Pennsylvania",131,98,35.5,24.4,12.5,48.8,70,108.8
2001,"Rhode Island",0,7,5.2,2.6,1.3,0.5,4.6,3.2
2001,"South Carolina",39.1,33.2,7.8,2.2,1.7,14,27.3,34.9
2001,"South Dakota",4.2,7.3,2,1.2,0.7,2.1,5.7,3.8
2001,"Tennessee",64.9,47.8,14,4.5,3.8,20.9,41.1,56.4
2001,"Texas",140.9,286.1,219.8,14,11.7,212.4,189.8,218.9
2001,"Utah",36.2,17.8,8.9,3.3,2.2,9.6,15,32.8
2001,"Vermont",0,6.2,0.3,1.5,0.8,0.5,3.7,0
2001,"Virginia",46,61.8,13.1,7.4,5.4,17,48.4,42.7
2001,"Washington",9.4,53.2,17,5.9,3.8,13.3,42.6,14
2001,"West Virginia",81.8,15.2,7.9,2.4,2,13.2,12.4,74.9
2001,"Wisconsin",46.6,40,19.3,9.7,5.4,17.4,29.5,43.9
2001,"Wyoming",47.1,10.8,5.4,0.8,1,9.9,7.7,43.9
2002,"Alabama",79.7,38,20.7,3.2,2,22.4,33.4,77.4
2002,"Alaska",1.6,19.7,22.3,1.7,2,21.8,14.8,3.3
2002,"Arizona",38.4,35.9,13.5,2.2,2.2,4.3,34.1,45
2002,"Arkansas",24.1,24,13.1,2.6,2.1,10.8,20.2,25.5
2002,"California",6.6,256.4,123,28.6,14.2,76.2,223.2,43.8
2002,"Colorado",36.8,29.6,24.3,7.6,4.2,12.1,26.7,40.1
2002,"Connecticut",3.2,27.2,9.6,8.1,4.1,2.5,16.7,8.6
2002,"Delaware",3.8,9.2,2.8,1.2,0.7,3.9,4.9,5.1
2002,"District of Columbia",0,2.5,1.8,1,1.3,0.1,1.6,0.3
2002,"Florida",67.9,136.2,37.6,1.3,5,13,101.2,121.2
2002,"Georgia",76.1,69.3,20.9,7.7,3.3,18.9,61.4,75
2002,"Hawaii",1.6,18.8,0,0,0.2,1.6,10,8.6
2002,"Idaho",0.9,10.2,3.8,1.4,0.9,3.8,8.7,0.1
2002,"Illinois",93,77.9,55.7,25.9,12.3,38,62.2,88.2
2002,"Indiana",145.4,57.9,28.6,10.1,5.9,55.5,45.6,114.8
2002,"Iowa",41.7,25.1,10.3,4.7,3.2,14.3,19.1,35.8
2002,"Kansas",37,23.6,16.3,4.4,2.5,14.2,17.7,38.1
2002,"Kentucky",89.7,47.2,12.6,4.1,3.1,20.5,32.8,89
2002,"Louisiana",21.9,113.4,75.1,2.9,1.9,109.6,54.6,41.4
2002,"Maine",0.7,16.6,6.7,3.5,1.8,4.1,8.7,5.9
2002,"Maryland",30.7,36.3,10.6,6.7,4.8,7.2,28.2,30.7
2002,"Massachusetts",11.2,50.4,21.4,15.7,5.9,6.8,31.6,23
2002,"Michigan",69.8,67.2,52.2,24.8,10.9,24.8,57.5,71.2
2002,"Minnesota",34.1,43.7,19.8,9.3,6.4,14.4,34.5,33
2002,"Mississippi",14.5,29.3,18.9,2.1,1.5,11.1,24.9,23.1
2002,"Missouri",68.5,49,14.7,7.8,4.6,11.5,40.2,68.1
2002,"Montana",15.7,11.3,3.8,1.5,0.9,4.5,7.5,16.4
2002,"Nebraska",20.5,15.3,6.4,2.8,1.6,6.1,11.6,20.1
2002,"Nevada",15.6,16.2,9.6,2,1.4,2.2,14.7,21.1
2002,"New Hampshire",3.8,12.5,1.4,2.6,1.4,1.1,8.1,4.5
2002,"New Jersey",9.9,78.9,32.7,15.7,9.5,13.4,63.8,19.1
2002,"New Mexico",26.9,16.3,12.2,2.3,1.7,7.3,15.4,28.7
2002,"New York",26.4,110.5,65.2,36,31.4,14.7,68.5,51.5
2002,"North Carolina",72.8,60,12.8,6.3,4,15.2,49.6,70.5
2002,"North Dakota",39.8,8.2,3.2,1.1,0.9,12.2,6,31
2002,"Ohio",131.8,84.9,45.7,20.5,11.1,37.7,68.7,124.4
2002,"Oklahoma",37,37.1,27.7,4.4,2.5,18,30.7,46.2
2002,"Oregon",3.6,24.6,10.9,2.7,2.1,5.9,21.9,6.5
2002,"Pennsylvania",137.1,97,37.2,23.8,12.6,48.3,70.4,116.2
2002,"Rhode Island",0,6.9,4.7,2.5,1.1,0.5,4.6,2.9
2002,"South Carolina",38.1,33.1,10.2,2.1,1.7,14.1,27.9,35.6
2002,"South Dakota",3.8,7.9,2.2,1.2,0.7,2.4,6.2,3.4
2002,"Tennessee",61.9,50.1,13.9,4.6,3.7,20.1,43.6,53.9
2002,"Texas",146.3,286.3,223.2,13.9,14.3,205.8,196.5,225.3
2002,"Utah",35.1,18.1,9.1,3.5,2.6,6.5,15.6,34.1
2002,"Vermont",0,5.8,0.4,1.4,0.7,0.5,3.6,0
2002,"Virginia",45.5,59.8,14,7.2,5,16.8,48.6,41.7
2002,"Washington",9.5,50.9,12.8,5.5,3.3,11.5,41.4,11.5
2002,"West Virginia",93.7,15.8,8.2,2.2,1.7,14.7,12.3,86.8
2002,"Wisconsin",46.5,40.2,20.6,10.4,5.9,17.7,29.6,43.7
2002,"Wyoming",45.3,10.5,6.2,0.9,0.9,10.1,7.6,42.5
2003,"Alabama",82.4,37.8,19.1,3,2.1,23.7,32.3,78.2
2003,"Alaska",1.2,20.3,22,1.7,1.9,21.5,15.5,2.9
2003,"Arizona",38.4,36.6,14.5,2.1,2,4.1,35.2,46.1
2003,"Arkansas",23.9,24.6,13.5,2.5,2.1,10.8,20.3,26.3
2003,"California",6.6,244.2,122.9,28.3,14,75.5,213.2,42.7
2003,"Colorado",37.2,29.7,23.2,7.6,4.1,11.9,26.3,40.2
2003,"Connecticut",3.9,30.5,8.4,9.6,4.9,3,17.4,7.9
2003,"Delaware",4.4,9.4,2.5,1.3,0.8,3.6,4.8,5.8
2003,"District of Columbia",0,2.2,1.7,1,1.2,0.1,1.5,0.1
2003,"Florida",68.4,139.6,38,1.4,4.9,13.9,99.7,126.1
2003,"Georgia",77.3,71.2,20.7,7.9,3.4,19.6,63.2,75.1
2003,"Hawaii",1.7,19.6,0,0,0.2,1.6,11.6,7.9
2003,"Idaho",0.9,9.7,3.9,1.3,0.9,3.5,8.3,0.5
2003,"Illinois",95.2,81.7,53.2,26.5,12.8,37.4,65.1,88.3
2003,"Indiana",147.7,59.9,30,11,6.8,56.1,47.1,116.6
2003,"Iowa",41.9,24.2,10.4,4.8,3.4,13.1,19.3,35.9
2003,"Kansas",36.8,26.7,15.1,4.4,2.4,14.3,19.5,38
2003,"Kentucky",89,44.1,12.3,4.3,3,19.5,31.4,87.2
2003,"Louisiana",23.4,115,68.8,2.8,2.4,108.6,54.4,39
2003,"Maine",0.7,19.1,3.9,4.8,2.3,2.5,9.3,4.8
2003,"Maryland",31.1,38.8,10.8,7.4,5.3,6.9,29.4,31.7
2003,"Massachusetts",10.3,52.2,22,16.3,7.1,4.5,31.5,25.1
2003,"Michigan",70.5,65.6,50.6,26,11.3,24.3,55.2,69.9
2003,"Minnesota",36.8,44.8,19.9,9.8,6.4,14.3,34.6,36.4
2003,"Mississippi",16.9,32.9,14.7,2,1.7,11.2,26.4,23.2
2003,"Missouri",75.2,50.1,14.1,7.8,4.6,11.4,41.7,73.9
2003,"Montana",17.8,11.2,3.7,1.5,1,4.6,7.2,18.4
2003,"Nebraska",21.4,15.6,6.4,2.8,1.7,6,12,20.9
2003,"Nevada",17.2,16.3,10.1,2,1.5,2.1,15,23
2003,"New Hampshire",3.9,14,2.9,3.2,1.7,1.1,7.6,7.2
2003,"New Jersey",10.1,79.2,33.7,18.4,10.6,13.6,62.3,18.1
2003,"New Mexico",28.9,16.7,11.9,2.2,1.8,7.8,15,30.7
2003,"New York",27,125.4,60.1,39,33.2,14.1,73.3,52.9
2003,"North Carolina",72.8,61.5,12,7.1,4.8,14.2,50.3,69.9
2003,"North Dakota",39.6,8.4,3,1.2,0.9,12.3,6.1,30.5
2003,"Ohio",136.2,87.6,46.6,22,11.5,39.2,69.4,128.3
2003,"Oklahoma",37.1,37.3,29.4,4.1,2.2,19.7,31.2,46.6
2003,"Oregon",4.2,24,11.4,2.6,1.8,5.2,21.9,8.1
2003,"Pennsylvania",137.4,99.4,38,26.2,13.2,49.3,69.3,116.8
2003,"Rhode Island",0,7.2,4.2,2.8,1.3,0.5,4.5,2.3
2003,"South Carolina",39.6,34.3,8,2.3,1.7,14.1,28.1,35.7
2003,"South Dakota",4.1,7.4,2.3,1.2,0.8,2.4,5.8,3.6
2003,"Tennessee",58.6,51.3,14.1,4.6,4.1,19.9,44.7,50.7
2003,"Texas",151.4,288.3,209.5,13.3,14.2,206.6,189.9,225.2
2003,"Utah",35.7,18.4,8.7,3.2,2.2,6.6,15.7,35.1
2003,"Vermont",0,6.1,0.4,1.6,0.7,0.5,3.7,0
2003,"Virginia",43.6,65.3,14.4,8.2,5.7,17.7,50.4,41.3
2003,"Washington",11.1,50.5,13.6,5,3.2,11.5,41.5,14
2003,"West Virginia",92.3,14.8,7.1,2.3,1.8,12.5,11.7,85.9
2003,"Wisconsin",46,38,21.2,10.6,6.1,15.7,29.2,43.6
2003,"Wyoming",46.5,10.9,6.4,0.8,0.9,10.2,8.4,43.5
2004,"Alabama",80.5,40.4,20.8,3,2.1,24,34.9,77.7
2004,"Alaska",1.4,23.7,21.7,1.8,2.2,20.8,18.8,3.2
2004,"Arizona",40.1,37.5,18.9,2.3,2,4.6,36,51.6
2004,"Arkansas",25.5,25.3,11.6,2.3,2,10.5,20.4,27.2
2004,"California",6.4,255.1,130.6,29.4,14.1,79.6,222.7,46.3
2004,"Colorado",36.7,32.9,23.3,7.1,4,12.6,29,40.2
2004,"Connecticut",4.1,31.7,8.8,10.1,3.9,2.7,19.2,8.7
2004,"Delaware",5.1,8.8,2.7,1.2,0.8,3.7,4.9,6
2004,"District of Columbia",0.1,2.3,1.7,1,1.3,0.1,1.6,0.1
2004,"Florida",66,151,40.2,1.6,5.8,12.8,110.6,126.4
2004,"Georgia",78.8,74.1,21.6,7.8,3.8,19.8,66,77.1
2004,"Hawaii",1.7,20.6,0,0,0.2,1.6,12.3,8.2
2004,"Idaho",1.1,10.3,4,1.5,0.9,3.8,8.6,0.6
2004,"Illinois",100.9,85.8,50.7,24.9,12.2,37.7,68.6,94
2004,"Indiana",151.7,58.3,27.9,9.6,6.4,58,44.8,119.1
2004,"Iowa",41.8,26.6,10.4,4.3,3.2,14.6,20.3,36.4
2004,"Kansas",36.4,25.4,13.8,4.1,2.3,13,18.9,37.3
2004,"Kentucky",90.8,48.8,12.4,4,3.1,21.6,34.2,89.1
2004,"Louisiana",24.2,122.7,70.9,2.5,2.2,118.8,53.4,40.9
2004,"Maine",0.7,18.6,4.8,5.2,2.2,3.5,8.6,4.6
2004,"Maryland",30.8,40.2,10.6,7.1,5.2,7.4,31,30.9
2004,"Massachusetts",9.9,52.6,20.4,14.9,6.6,4.3,33.3,23.8
2004,"Michigan",73,66,49.8,23.9,10.8,25,55.9,73.2
2004,"Minnesota",35.7,45.9,19.3,9.4,6,14.9,35.7,34.9
2004,"Mississippi",17.5,33.1,15.4,1.8,1.5,11.8,25.7,25.2
2004,"Missouri",76.2,49.9,14.2,7.2,4.5,13,40.6,75
2004,"Montana",18.5,12.3,3.7,1.6,1.1,5,7.8,19
2004,"Nebraska",21.1,16,6.2,2.6,1.8,6.2,12.1,20.6
2004,"Nevada",18.3,17.7,11.8,2.2,1.7,2.5,16,25.4
2004,"New Hampshire",4.1,14.4,3.4,3.3,1.9,1.1,7.8,7.8
2004,"New Jersey",10.6,81,34.1,17.4,10.9,13.9,64.5,19
2004,"New Mexico",29.2,17.2,12.2,2.3,1.7,8.3,15.6,30.7
2004,"New York",26,129.2,59.8,38.1,34.9,13.7,74.9,53.4
2004,"North Carolina",73.9,63.5,12.4,7.2,5.2,14.6,51.9,70.9
2004,"North Dakota",37.5,8.9,3,1.2,1,11.7,6.3,29.2
2004,"Ohio",131.2,87.7,45.7,20.7,11.5,37.5,70.9,124
2004,"Oklahoma",35.1,35.4,29.4,3.8,2.3,20.4,28.8,44.6
2004,"Oregon",3.4,24.6,12.6,2.5,1.7,5.6,22.7,8.1
2004,"Pennsylvania",138.6,100.8,38.4,25.2,12.9,49.1,70.9,119.7
2004,"Rhode Island",0,6.9,3.9,2.8,1.2,0.6,4.3,1.9
2004,"South Carolina",41,39.5,8.9,2.3,1.7,14.4,32,39
2004,"South Dakota",4.1,7.4,2.2,1.1,0.6,2.3,5.9,3.8
2004,"Tennessee",61.1,52.2,12.7,4.4,3.8,19.7,44.8,53.3
2004,"Texas",153.4,286.9,202.3,12.2,11.9,201.9,192.3,224.3
2004,"Utah",37.6,19,8.7,3.5,2.4,7.9,16.4,35.1
2004,"Vermont",0,6.6,0.4,1.8,0.8,0.6,3.8,0
2004,"Virginia",42.6,69.6,15.1,8.3,5.6,18,54.3,41.1
2004,"Washington",10.6,52,14.3,4.9,3,12,43,14
2004,"West Virginia",88.4,16.2,6.9,2.3,1.7,13.1,12.4,82
2004,"Wisconsin",47,40,20.4,10.1,5.7,16.5,30.5,44.6
2004,"Wyoming",47.2,10.6,6,0.8,1,10,8,44
2005,"Alabama",84,40,19.3,2.7,1.9,22.7,34.7,81.3
2005,"Alaska",1.4,23.6,23.1,1.8,2.1,22.3,18.6,3.3
2005,"Arizona",40.5,38.8,17.4,2.1,2,5,36.8,50.8
2005,"Arkansas",23.4,25.3,11.5,2.2,2.1,10.1,20.5,25.3
2005,"California",6.4,260.8,122.3,28.3,14.2,76.4,228.6,42
2005,"Colorado",36.6,33.5,25.3,7.5,4.1,13.6,29.6,40.6
2005,"Connecticut",4,31.1,9,9.2,3.7,2.9,18.3,10
2005,"Delaware",5.4,9.5,2.6,1.2,0.8,3.9,5.2,6.4
2005,"District of Columbia",0.1,2,1.8,0.9,1.4,0.1,1.3,0.2
2005,"Florida",63.5,154.4,42.7,1.5,5.7,13.1,113.4,126.9
2005,"Georgia",85.1,77.2,22.7,7.5,3.6,19.9,68.9,85.1
2005,"Hawaii",1.5,21.4,0,0,0.2,1.9,12.7,8.1
2005,"Idaho",1,10.5,4.1,1.5,0.9,4,8.6,0.6
2005,"Illinois",98.9,93.2,51.6,24.5,11.7,38.1,76.1,93.3
2005,"Indiana",150.2,58,28.5,9.4,5.4,54.7,45,122.2
2005,"Iowa",40.6,27,11.2,4.3,3.2,14.7,21,35.6
2005,"Kansas",35.9,22.4,13.7,4,1.8,11.5,17.6,37.1
2005,"Kentucky",93.2,48,12.8,4,3,21.6,33.2,92.2
2005,"Louisiana",24,116.9,69.8,2.5,2.1,112.4,50.8,42.9
2005,"Maine",0.7,19,3.5,4.6,2.1,3.3,9.3,3.9
2005,"Maryland",31.1,41.2,11.2,7.2,5,7.3,31.9,32.1
2005,"Massachusetts",11.3,52.8,20.6,14.8,6.8,4.7,33.7,24.7
2005,"Michigan",75.4,65.9,49.2,23.9,10.6,25.1,55.3,75.6
2005,"Minnesota",35.7,46.4,19.7,9,6,15.1,36.2,35.5
2005,"Mississippi",16.7,31,16.4,1.7,1.4,10.9,25.1,25
2005,"Missouri",78.9,49.8,14.5,7,4.2,12.6,41.3,78.1
2005,"Montana",18.8,12.9,3.7,1.6,1.1,5.3,8.2,19.2
2005,"Nebraska",21.5,15.6,6.3,2.5,1.6,6,12.1,21.2
2005,"Nevada",18.6,18.6,12.5,2.2,1.8,2.8,16.6,26.3
2005,"New Hampshire",4.2,13.3,3.8,3.1,2,1.1,7.3,7.8
2005,"New Jersey",11.8,85.6,33.2,16.8,11.3,13.9,69.3,19.3
2005,"New Mexico",30,17.3,12,2.3,1.7,8.1,15.2,32
2005,"New York",24.2,128.6,58.7,39,28.6,14.6,73.3,56
2005,"North Carolina",76.6,64.6,12.6,6.5,5,14.7,53.1,74.5
2005,"North Dakota",40.7,9.1,2.6,1.1,1.1,12.4,6.2,31.6
2005,"Ohio",139.9,86.3,45.7,20.6,10.9,37.2,70.6,132.6
2005,"Oklahoma",37.6,37.7,31.8,3.7,2.4,21.3,30.4,49.3
2005,"Oregon",3.3,25,12.7,2.7,1.8,5.2,23.2,8.1
2005,"Pennsylvania",140.5,102.5,38.1,23.8,12.9,47.7,72.2,124.5
2005,"Rhode Island",0,6.8,4.3,2.7,1.1,0.6,4.3,2.4
2005,"South Carolina",40.7,37.7,9.5,2.3,1.7,13.6,30.4,39.9
2005,"South Dakota",3.5,7.5,2.3,1.1,0.6,2.3,6,3.3
2005,"Tennessee",62.1,52.6,12.6,4.4,3.6,19.5,45,54.8
2005,"Texas",153.7,283.7,181,12,10.6,173.4,193.6,228.8
2005,"Utah",38.3,19.8,8.9,3.3,2.3,9,16.6,35.8
2005,"Vermont",0,6.4,0.4,1.7,0.7,0.6,3.8,0
2005,"Virginia",43.3,69.3,16.5,8.3,5.6,18.1,55.3,41.8
2005,"Washington",10.6,53.5,14.5,5,3.3,12.8,43.4,14.1
2005,"West Virginia",90.6,16.2,6.6,2.1,1.8,12,12.5,85
2005,"Wisconsin",49.4,39.5,22,10,6.2,16.1,30,48.6
2005,"Wyoming",46.4,10.9,5.9,0.8,0.8,10,8.3,43.3
2006,"Alabama",83.7,40.7,21.3,2.5,2.2,22.1,35.3,83.6
2006,"Alaska",1.4,24.5,20,2.2,2.4,18.9,18.9,3.5
2006,"Arizona",40.8,39.9,19.3,2.1,2.1,5.1,37.9,52.8
2006,"Arkansas",24.3,25,12.8,2,1.9,10.3,20.5,27.4
2006,"California",6.4,265.3,126.1,28.4,14.5,75.4,233,46.5
2006,"Colorado",37.2,34.7,24.3,7,3.7,13.6,30.4,41.5
2006,"Connecticut",4.3,27.3,9.4,7.9,3.3,2.8,17.5,9.5
2006,"Delaware",5.4,8.6,2.3,1,0.7,3.7,5.2,5.7
2006,"District of Columbia",0,1.7,1.5,0.7,1.1,0.1,1.2,0.1
2006,"Florida",65.7,144.7,48.8,1.5,5.2,13.2,116,123.3
2006,"Georgia",84.4,75.2,23,6.7,3.2,18.9,67.9,85.9
2006,"Hawaii",1.6,21.6,0,0,0.2,2,12.9,8.1
2006,"Idaho",0.8,10.8,4.2,1.6,1,3.5,9.2,0.5
2006,"Illinois",98.7,89.3,47.6,22.4,11.5,37.4,72.5,91.8
2006,"Indiana",149.6,58.9,26.5,8,4.7,54.2,45.9,122.2
2006,"Iowa",41.2,27.9,11,4,3.5,15.2,21.6,35.8
2006,"Kansas",34.4,23.8,14.3,3.5,1.7,13.2,18.9,35.2
2006,"Kentucky",96.6,48.8,11.6,3.2,2.5,23.1,33.1,95.1
2006,"Louisiana",25.1,128.4,69.4,2,1.4,127,54.7,37.8
2006,"Maine",0.7,17,3.7,4,1.8,3.5,9.3,2.8
2006,"Maryland",30.7,36.6,10,5.9,4.6,5.6,31.8,29.4
2006,"Massachusetts",10.6,46,20.1,12.8,5,4.5,32.7,21.7
2006,"Michigan",73,63,43.4,20.1,9.1,23.3,55.1,71.8
2006,"Minnesota",35,45.2,19,8.1,5.9,15.1,35.7,34.4
2006,"Mississippi",17.9,31.6,16.9,1.6,1.3,11.3,26.6,25.6
2006,"Missouri",78.2,50,13.8,6.3,4,12.6,41.7,77.4
2006,"Montana",18.3,13.4,3.9,1.5,1.1,5.8,8.4,18.8
2006,"Nebraska",21.5,15.9,6.9,2.3,1.7,6.9,12.3,21.1
2006,"Nevada",7.9,19.8,13.6,2.3,1.8,2.8,17.8,16.6
2006,"New Hampshire",4.2,11.7,3.5,2.8,1.4,1.2,7.2,6.8
2006,"New Jersey",10.9,82.2,30.1,14.1,9.6,12.7,68.5,18.3
2006,"New Mexico",29.9,17.9,12.1,2.1,1.6,7.6,15.9,32.7
2006,"New York",24.2,109.6,59.5,32.4,25.5,14.1,74.3,47
2006,"North Carolina",73.3,62.9,12.2,5.6,4.5,13.8,52.7,71.8
2006,"North Dakota",39.2,8.8,2.6,0.9,0.8,12.8,6.1,30
2006,"Ohio",136.9,87.1,40.9,17.2,9.4,38.2,71.2,128.9
2006,"Oklahoma",36.3,39.9,34.1,3.4,2.2,23.3,31.3,50.1
2006,"Oregon",2.6,25.6,12.3,2.7,1.8,5.8,23.8,6.4
2006,"Pennsylvania",141.2,97.3,36.2,20.1,11.6,47.5,71.7,123.8
2006,"Rhode Island",0,6.4,4.1,2.2,0.9,0.6,4.5,2.3
2006,"South Carolina",40.8,38.1,9.6,2,1.8,12.9,31.8,40
2006,"South Dakota",3.7,7.5,2.2,1,0.6,2.2,6.1,3.5
2006,"Tennessee",64,53.5,12.3,4.1,3.4,19.9,45.4,57
2006,"Texas",152.1,296.9,180.5,10.5,9.7,181.4,201,226.9
2006,"Utah",36.2,21.9,10.5,3.6,2.3,8.1,18.3,36.3
2006,"Vermont",0,6.3,0.4,1.6,0.6,0.6,3.9,0
2006,"Virginia",41,66.6,15,6.9,5,17.1,56.4,37.2
2006,"Washington",6.5,55.6,14.4,5.1,3.4,13.9,44.6,9.5
2006,"West Virginia",90.5,16.4,6.6,1.9,1.6,12.1,12.4,85.5
2006,"Wisconsin",43.8,39.3,20.1,8.9,5.3,15.4,30.5,43.1
2006,"Wyoming",46.3,11.8,5.9,0.7,0.8,10.9,8.6,43
2007,"Alabama",83.8,40.7,22.9,2.3,2,21.5,35.7,85.9
2007,"Alaska",1.3,23,19.8,1.9,2.1,19.1,17.7,3.3
2007,"Arizona",41.4,39.1,21.4,2.3,2.1,4.9,37.4,55.2
2007,"Arkansas",25.9,25.2,12.2,2.1,1.8,10,20.8,28.6
2007,"California",6.3,265.5,131,28.6,15.1,73.4,235.6,50.1
2007,"Colorado",36.7,35,27.2,7.7,3.7,13.6,31,42.9
2007,"Connecticut",3.8,26.8,9.8,8.3,3.4,2.4,17.4,8.9
2007,"Delaware",6.1,8.5,2.7,1.1,0.7,3.6,5.2,6.7
2007,"District of Columbia",0,1.5,1.8,0.8,1.2,0,1.2,0.1
2007,"Florida",68,138.8,50.1,1.3,4.7,11.8,114.5,124.6
2007,"Georgia",88.3,72.6,24.1,6.7,3.3,17.4,66.2,91.4
2007,"Hawaii",1.6,22.4,0,0,0.2,1.8,14,8
2007,"Idaho",1,10.9,4.5,1.6,1.1,3.5,9.5,0.7
2007,"Illinois",103,88.7,51.4,24.4,11.7,37.8,72.4,96.8
2007,"Indiana",148.1,57.4,28.9,9,5,53.5,44.8,122.1
2007,"Iowa",44,27.3,14,4.4,3.6,16.3,22,39
2007,"Kansas",37.4,27.3,15.4,3.9,1.8,16.6,19.2,38.6
2007,"Kentucky",96.4,48.1,12.5,3.4,2.6,22.2,34.4,94.4
2007,"Louisiana",23.6,129.9,73.9,2.1,2.6,134.1,50.5,38.1
2007,"Maine",0.6,16.8,3.5,3.8,2.1,3.5,8.9,2.6
2007,"Maryland",31,35.6,11,6.5,4.7,4.9,31.3,30.2
2007,"Massachusetts",11.3,46.3,22.2,13.4,5.3,4.4,33,23.7
2007,"Michigan",75.6,63,43.3,21,10,21.2,54.4,75.3
2007,"Minnesota",34.5,45.3,21,8.9,5.8,15.9,35.9,34.3
2007,"Mississippi",17.4,31.1,19.8,1.6,1.7,11.2,26.3,27.5
